100	12	11	10	9	8	7	6	5	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	0	1	2	3	4	5	6	7	1	2	3	4	5	6	7	8	2	3	4	5	6	7	8	9	3	4	5	6	7	8	9	10	4	5	6	7	8	9	10	11	5	6	7	8	9	10	11	12	6	7	8	9	10	11	12	13	7	8	9	10	11	12	13	14	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	18	19	20	21	22	23	24	25	19	20	21	22	23	24	25	26
101	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	1	0	1	2	3	4	5	6	2	1	2	3	4	5	6	7	3	2	3	4	5	6	7	8	4	3	4	5	6	7	8	9	5	4	5	6	7	8	9	10	6	5	6	7	8	9	10	11	7	6	7	8	9	10	11	12	8	7	8	9	10	11	12	13	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	13	12	13	14	15	16	17	18	14	13	14	15	16	17	18	19	15	14	15	16	17	18	19	20	16	15	16	17	18	19	20	21	17	16	17	18	19	20	21	22	18	17	18	19	20	21	22	23	19	18	19	20	21	22	23	24	20	19	20	21	22	23	24	25
102	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	2	1	0	1	2	3	4	5	3	2	1	2	3	4	5	6	4	3	2	3	4	5	6	7	5	4	3	4	5	6	7	8	6	5	4	5	6	7	8	9	7	6	5	6	7	8	9	10	8	7	6	7	8	9	10	11	9	8	7	8	9	10	11	12	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	14	13	12	13	14	15	16	17	15	14	13	14	15	16	17	18	16	15	14	15	16	17	18	19	17	16	15	16	17	18	19	20	18	17	16	17	18	19	20	21	19	18	17	18	19	20	21	22	20	19	18	19	20	21	22	23	21	20	19	20	21	22	23	24
103	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	3	2	1	0	1	2	3	4	4	3	2	1	2	3	4	5	5	4	3	2	3	4	5	6	6	5	4	3	4	5	6	7	7	6	5	4	5	6	7	8	8	7	6	5	6	7	8	9	9	8	7	6	7	8	9	10	10	9	8	7	8	9	10	11	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	15	14	13	12	13	14	15	16	16	15	14	13	14	15	16	17	17	16	15	14	15	16	17	18	18	17	16	15	16	17	18	19	19	18	17	16	17	18	19	20	20	19	18	17	18	19	20	21	21	20	19	18	19	20	21	22	22	21	20	19	20	21	22	23
104	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	4	3	2	1	0	1	2	3	5	4	3	2	1	2	3	4	6	5	4	3	2	3	4	5	7	6	5	4	3	4	5	6	8	7	6	5	4	5	6	7	9	8	7	6	5	6	7	8	10	9	8	7	6	7	8	9	11	10	9	8	7	8	9	10	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	16	15	14	13	12	13	14	15	17	16	15	14	13	14	15	16	18	17	16	15	14	15	16	17	19	18	17	16	15	16	17	18	20	19	18	17	16	17	18	19	21	20	19	18	17	18	19	20	22	21	20	19	18	19	20	21	23	22	21	20	19	20	21	22
105	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	5	4	3	2	1	0	1	2	6	5	4	3	2	1	2	3	7	6	5	4	3	2	3	4	8	7	6	5	4	3	4	5	9	8	7	6	5	4	5	6	10	9	8	7	6	5	6	7	11	10	9	8	7	6	7	8	12	11	10	9	8	7	8	9	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	36	35	34	33	32	31	30	29	17	16	15	14	13	12	13	14	18	17	16	15	14	13	14	15	19	18	17	16	15	14	15	16	20	19	18	17	16	15	16	17	21	20	19	18	17	16	17	18	22	21	20	19	18	17	18	19	23	22	21	20	19	18	19	20	24	23	22	21	20	19	20	21
106	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	6	5	4	3	2	1	0	1	7	6	5	4	3	2	1	2	8	7	6	5	4	3	2	3	9	8	7	6	5	4	3	4	10	9	8	7	6	5	4	5	11	10	9	8	7	6	5	6	12	11	10	9	8	7	6	7	13	12	11	10	9	8	7	8	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	36	35	34	33	32	31	30	29	37	36	35	34	33	32	31	30	18	17	16	15	14	13	12	13	19	18	17	16	15	14	13	14	20	19	18	17	16	15	14	15	21	20	19	18	17	16	15	16	22	21	20	19	18	17	16	17	23	22	21	20	19	18	17	18	24	23	22	21	20	19	18	19	25	24	23	22	21	20	19	20
107	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	7	6	5	4	3	2	1	0	8	7	6	5	4	3	2	1	9	8	7	6	5	4	3	2	10	9	8	7	6	5	4	3	11	10	9	8	7	6	5	4	12	11	10	9	8	7	6	5	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	36	35	34	33	32	31	30	29	37	36	35	34	33	32	31	30	38	37	36	35	34	33	32	31	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19
110	13	12	11	10	9	8	7	6	12	11	10	9	8	7	6	5	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	1	2	3	4	5	6	7	8	0	1	2	3	4	5	6	7	1	2	3	4	5	6	7	8	2	3	4	5	6	7	8	9	3	4	5	6	7	8	9	10	4	5	6	7	8	9	10	11	5	6	7	8	9	10	11	12	6	7	8	9	10	11	12	13	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24	18	19	20	21	22	23	24	25
111	14	13	12	11	10	9	8	7	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	2	1	2	3	4	5	6	7	1	0	1	2	3	4	5	6	2	1	2	3	4	5	6	7	3	2	3	4	5	6	7	8	4	3	4	5	6	7	8	9	5	4	5	6	7	8	9	10	6	5	6	7	8	9	10	11	7	6	7	8	9	10	11	12	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	12	11	12	13	14	15	16	17	13	12	13	14	15	16	17	18	14	13	14	15	16	17	18	19	15	14	15	16	17	18	19	20	16	15	16	17	18	19	20	21	17	16	17	18	19	20	21	22	18	17	18	19	20	21	22	23	19	18	19	20	21	22	23	24
112	15	14	13	12	11	10	9	8	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	3	2	1	2	3	4	5	6	2	1	0	1	2	3	4	5	3	2	1	2	3	4	5	6	4	3	2	3	4	5	6	7	5	4	3	4	5	6	7	8	6	5	4	5	6	7	8	9	7	6	5	6	7	8	9	10	8	7	6	7	8	9	10	11	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	13	12	11	12	13	14	15	16	14	13	12	13	14	15	16	17	15	14	13	14	15	16	17	18	16	15	14	15	16	17	18	19	17	16	15	16	17	18	19	20	18	17	16	17	18	19	20	21	19	18	17	18	19	20	21	22	20	19	18	19	20	21	22	23
113	16	15	14	13	12	11	10	9	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	4	3	2	1	2	3	4	5	3	2	1	0	1	2	3	4	4	3	2	1	2	3	4	5	5	4	3	2	3	4	5	6	6	5	4	3	4	5	6	7	7	6	5	4	5	6	7	8	8	7	6	5	6	7	8	9	9	8	7	6	7	8	9	10	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	14	13	12	11	12	13	14	15	15	14	13	12	13	14	15	16	16	15	14	13	14	15	16	17	17	16	15	14	15	16	17	18	18	17	16	15	16	17	18	19	19	18	17	16	17	18	19	20	20	19	18	17	18	19	20	21	21	20	19	18	19	20	21	22
114	17	16	15	14	13	12	11	10	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	5	4	3	2	1	2	3	4	4	3	2	1	0	1	2	3	5	4	3	2	1	2	3	4	6	5	4	3	2	3	4	5	7	6	5	4	3	4	5	6	8	7	6	5	4	5	6	7	9	8	7	6	5	6	7	8	10	9	8	7	6	7	8	9	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	15	14	13	12	11	12	13	14	16	15	14	13	12	13	14	15	17	16	15	14	13	14	15	16	18	17	16	15	14	15	16	17	19	18	17	16	15	16	17	18	20	19	18	17	16	17	18	19	21	20	19	18	17	18	19	20	22	21	20	19	18	19	20	21
115	18	17	16	15	14	13	12	11	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	6	5	4	3	2	1	2	3	5	4	3	2	1	0	1	2	6	5	4	3	2	1	2	3	7	6	5	4	3	2	3	4	8	7	6	5	4	3	4	5	9	8	7	6	5	4	5	6	10	9	8	7	6	5	6	7	11	10	9	8	7	6	7	8	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	16	15	14	13	12	11	12	13	17	16	15	14	13	12	13	14	18	17	16	15	14	13	14	15	19	18	17	16	15	14	15	16	20	19	18	17	16	15	16	17	21	20	19	18	17	16	17	18	22	21	20	19	18	17	18	19	23	22	21	20	19	18	19	20
116	19	18	17	16	15	14	13	12	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	7	6	5	4	3	2	1	2	6	5	4	3	2	1	0	1	7	6	5	4	3	2	1	2	8	7	6	5	4	3	2	3	9	8	7	6	5	4	3	4	10	9	8	7	6	5	4	5	11	10	9	8	7	6	5	6	12	11	10	9	8	7	6	7	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	36	35	34	33	32	31	30	29	17	16	15	14	13	12	11	12	18	17	16	15	14	13	12	13	19	18	17	16	15	14	13	14	20	19	18	17	16	15	14	15	21	20	19	18	17	16	15	16	22	21	20	19	18	17	16	17	23	22	21	20	19	18	17	18	24	23	22	21	20	19	18	19
117	20	19	18	17	16	15	14	13	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	8	7	6	5	4	3	2	1	7	6	5	4	3	2	1	0	8	7	6	5	4	3	2	1	9	8	7	6	5	4	3	2	10	9	8	7	6	5	4	3	11	10	9	8	7	6	5	4	12	11	10	9	8	7	6	5	13	12	11	10	9	8	7	6	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	36	35	34	33	32	31	30	29	37	36	35	34	33	32	31	30	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18
120	14	13	12	11	10	9	8	7	13	12	11	10	9	8	7	6	12	11	10	9	8	7	6	5	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	2	3	4	5	6	7	8	9	1	2	3	4	5	6	7	8	0	1	2	3	4	5	6	7	1	2	3	4	5	6	7	8	2	3	4	5	6	7	8	9	3	4	5	6	7	8	9	10	4	5	6	7	8	9	10	11	5	6	7	8	9	10	11	12	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23	17	18	19	20	21	22	23	24
121	15	14	13	12	11	10	9	8	14	13	12	11	10	9	8	7	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	3	2	3	4	5	6	7	8	2	1	2	3	4	5	6	7	1	0	1	2	3	4	5	6	2	1	2	3	4	5	6	7	3	2	3	4	5	6	7	8	4	3	4	5	6	7	8	9	5	4	5	6	7	8	9	10	6	5	6	7	8	9	10	11	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	11	10	11	12	13	14	15	16	12	11	12	13	14	15	16	17	13	12	13	14	15	16	17	18	14	13	14	15	16	17	18	19	15	14	15	16	17	18	19	20	16	15	16	17	18	19	20	21	17	16	17	18	19	20	21	22	18	17	18	19	20	21	22	23
122	16	15	14	13	12	11	10	9	15	14	13	12	11	10	9	8	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	4	3	2	3	4	5	6	7	3	2	1	2	3	4	5	6	2	1	0	1	2	3	4	5	3	2	1	2	3	4	5	6	4	3	2	3	4	5	6	7	5	4	3	4	5	6	7	8	6	5	4	5	6	7	8	9	7	6	5	6	7	8	9	10	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	12	11	10	11	12	13	14	15	13	12	11	12	13	14	15	16	14	13	12	13	14	15	16	17	15	14	13	14	15	16	17	18	16	15	14	15	16	17	18	19	17	16	15	16	17	18	19	20	18	17	16	17	18	19	20	21	19	18	17	18	19	20	21	22
123	17	16	15	14	13	12	11	10	16	15	14	13	12	11	10	9	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	5	4	3	2	3	4	5	6	4	3	2	1	2	3	4	5	3	2	1	0	1	2	3	4	4	3	2	1	2	3	4	5	5	4	3	2	3	4	5	6	6	5	4	3	4	5	6	7	7	6	5	4	5	6	7	8	8	7	6	5	6	7	8	9	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	13	12	11	10	11	12	13	14	14	13	12	11	12	13	14	15	15	14	13	12	13	14	15	16	16	15	14	13	14	15	16	17	17	16	15	14	15	16	17	18	18	17	16	15	16	17	18	19	19	18	17	16	17	18	19	20	20	19	18	17	18	19	20	21
124	18	17	16	15	14	13	12	11	17	16	15	14	13	12	11	10	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	6	5	4	3	2	3	4	5	5	4	3	2	1	2	3	4	4	3	2	1	0	1	2	3	5	4	3	2	1	2	3	4	6	5	4	3	2	3	4	5	7	6	5	4	3	4	5	6	8	7	6	5	4	5	6	7	9	8	7	6	5	6	7	8	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	14	13	12	11	10	11	12	13	15	14	13	12	11	12	13	14	16	15	14	13	12	13	14	15	17	16	15	14	13	14	15	16	18	17	16	15	14	15	16	17	19	18	17	16	15	16	17	18	20	19	18	17	16	17	18	19	21	20	19	18	17	18	19	20
125	19	18	17	16	15	14	13	12	18	17	16	15	14	13	12	11	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	7	6	5	4	3	2	3	4	6	5	4	3	2	1	2	3	5	4	3	2	1	0	1	2	6	5	4	3	2	1	2	3	7	6	5	4	3	2	3	4	8	7	6	5	4	3	4	5	9	8	7	6	5	4	5	6	10	9	8	7	6	5	6	7	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	15	14	13	12	11	10	11	12	16	15	14	13	12	11	12	13	17	16	15	14	13	12	13	14	18	17	16	15	14	13	14	15	19	18	17	16	15	14	15	16	20	19	18	17	16	15	16	17	21	20	19	18	17	16	17	18	22	21	20	19	18	17	18	19
126	20	19	18	17	16	15	14	13	19	18	17	16	15	14	13	12	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	8	7	6	5	4	3	2	3	7	6	5	4	3	2	1	2	6	5	4	3	2	1	0	1	7	6	5	4	3	2	1	2	8	7	6	5	4	3	2	3	9	8	7	6	5	4	3	4	10	9	8	7	6	5	4	5	11	10	9	8	7	6	5	6	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	16	15	14	13	12	11	10	11	17	16	15	14	13	12	11	12	18	17	16	15	14	13	12	13	19	18	17	16	15	14	13	14	20	19	18	17	16	15	14	15	21	20	19	18	17	16	15	16	22	21	20	19	18	17	16	17	23	22	21	20	19	18	17	18
127	21	20	19	18	17	16	15	14	20	19	18	17	16	15	14	13	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	9	8	7	6	5	4	3	2	8	7	6	5	4	3	2	1	7	6	5	4	3	2	1	0	8	7	6	5	4	3	2	1	9	8	7	6	5	4	3	2	10	9	8	7	6	5	4	3	11	10	9	8	7	6	5	4	12	11	10	9	8	7	6	5	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	31	30	29	28	27	26	25	24	32	31	30	29	28	27	26	25	33	32	31	30	29	28	27	26	34	33	32	31	30	29	28	27	35	34	33	32	31	30	29	28	36	35	34	33	32	31	30	29	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	19	18	17	16	15	14	13	12	20	19	18	17	16	15	14	13	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17
130	15	14	13	12	11	10	9	8	14	13	12	11	10	9	8	7	13	12	11	10	9	8	7	6	12	11	10	9	8	7	6	5	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	3	4	5	6	7	8	9	10	2	3	4	5	6	7	8	9	1	2	3	4	5	6	7	8	0	1	2	3	4	5	6	7	1	2	3	4	5	6	7	8	2	3	4	5	6	7	8	9	3	4	5	6	7	8	9	10	4	5	6	7	8	9	10	11	21	20	19	18	17	16	15	14	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	9	10	11	12	13	14	15	16	10	11	12	13	14	15	16	17	11	12	13	14	15	16	17	18	12	13	14	15	16	17	18	19	13	14	15	16	17	18	19	20	14	15	16	17	18	19	20	21	15	16	17	18	19	20	21	22	16	17	18	19	20	21	22	23
131	16	15	14	13	12	11	10	9	15	14	13	12	11	10	9	8	14	13	12	11	10	9	8	7	13	12	11	10	9	8	7	6	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	4	3	4	5	6	7	8	9	3	2	3	4	5	6	7	8	2	1	2	3	4	5	6	7	1	0	1	2	3	4	5	6	2	1	2	3	4	5	6	7	3	2	3	4	5	6	7	8	4	3	4	5	6	7	8	9	5	4	5	6	7	8	9	10	22	21	20	19	18	17	16	15	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	10	9	10	11	12	13	14	15	11	10	11	12	13	14	15	16	12	11	12	13	14	15	16	17	13	12	13	14	15	16	17	18	14	13	14	15	16	17	18	19	15	14	15	16	17	18	19	20	16	15	16	17	18	19	20	21	17	16	17	18	19	20	21	22
132	17	16	15	14	13	12	11	10	16	15	14	13	12	11	10	9	15	14	13	12	11	10	9	8	14	13	12	11	10	9	8	7	15	14	13	12	11	10	9	8	16	15	14	13	12	11	10	9	17	16	15	14	13	12	11	10	18	17	16	15	14	13	12	11	5	4	3	4	5	6	7	8	4	3	2	3	4	5	6	7	3	2	1	2	3	4	5	6	2	1	0	1	2	3	4	5	3	2	1	2	3	4	5	6	4	3	2	3	4	5	6	7	5	4	3	4	5	6	7	8	6	5	4	5	6	7	8	9	23	22	21	20	19	18	17	16	24	23	22	21	20	19	18	17	25	24	23	22	21	20	19	18	26	25	24	23	22	21	20	19	27	26	25	24	23	22	21	20	28	27	26	25	24	23	22	21	29	28	27	26	25	24	23	22	30	29	28	27	26	25	24	23	11	10	9	10	11	12	13	14	12	11	10	11	12	13	14	15	13	12	11	12	13	14	15	16	14	13	12	13	14	15	16	17	15	14	13	14	15	16	17	18	16	15	14	15	16	17	18	19	17	16	15	16	17	18	19	20	18	17	16	17	18	19	20	21
